"year","month","date_of_month","day_of_week","autos"
2004,7,7,3,14496.6787564996
2004,7,8,4,14054.6299141795
2004,7,9,5,13873.4095839249
2004,7,10,6,9040.23803246413
2004,7,11,7,7862.17155141749
2004,7,12,1,12621.0152891893
2004,7,13,2,13213.3714490866
2004,7,14,3,13607.9324495465
2004,7,15,4,13603.0690614944
2004,7,16,5,13411.2509747952
2004,7,17,6,9067.91123282275
2004,7,18,7,7797.11751256364
2004,7,19,1,12287.0264165583
2004,7,20,2,13802.8737965372
2004,7,21,3,13369.7814806762
2004,7,22,4,13574.3054137867
2004,7,23,5,12974.4916253321
2004,7,24,6,9046.80041665767
2004,7,25,7,7549.90417083138
2004,7,26,1,12266.901047952
2004,7,27,2,13454.5876393175
2004,7,28,3,13256.7027316046
2004,7,29,4,13281.0233163237
2004,7,30,5,12933.3142204903
2004,7,31,6,8856.79994450143
2004,8,1,7,7837.75826097126
2004,8,2,1,12427.5312798477
2004,8,3,2,13248.7834190567
2004,8,4,3,13497.9003553322
2004,8,5,4,13232.9665033847
2004,8,6,5,12936.368427873
2004,8,7,6,8860.16859738499
2004,8,8,7,7771.27949360911
2004,8,9,1,12311.0720817911
2004,8,10,2,13571.0037491677
2004,8,11,3,13404.1505455975
2004,8,12,4,13448.5347278885
2004,8,13,5,12275.6849487349
2004,8,14,6,8885.46008945123
2004,8,15,7,7885.83276180727
2004,8,16,1,12329.0814676835
2004,8,17,2,13550.7667470748
2004,8,18,3,13274.2444029019
2004,8,19,4,13087.0597967729
2004,8,20,5,13226.0205576572
2004,8,21,6,8942.95418354386
2004,8,22,7,7949.51779658548
2004,8,23,1,12283.8232414907
2004,8,24,2,13555.1824435231
2004,8,25,3,13117.3629621556
2004,8,26,4,13195.8440044343
2004,8,27,5,12969.2769874275
2004,8,28,6,9049.44658015801
2004,8,29,7,7783.65035092786
2004,8,30,1,12341.2829361726
2004,8,31,2,13582.2128707526
2004,9,1,3,13418.9425115661
2004,9,2,4,13540.2409026914
2004,9,3,5,13243.1320038375
2004,9,4,6,8881.35487932549
2004,9,5,7,7876.24572109757
2004,9,6,1,8282.14050935744
2004,9,7,2,12884.895449122
2004,9,8,3,14491.9791937496
2004,9,9,4,14526.6988512855
2004,9,10,5,14081.7175181262
2004,9,11,6,9252.5384289253
2004,9,12,7,8280.27329530943
2004,9,13,1,12642.9208839801
2004,9,14,2,14173.3115676968
2004,9,15,3,13640.8786692052
2004,9,16,4,13430.7766120729
2004,9,17,5,13576.9956575641
2004,9,18,6,9387.61010979002
2004,9,19,7,8252.05699007268
2004,9,20,1,12963.511253564
2004,9,21,2,13931.5143889708
2004,9,22,3,13747.9770835302
2004,9,23,4,13969.2381190756
2004,9,24,5,13723.7280575898
2004,9,25,6,9141.74463953495
2004,9,26,7,8144.05807317293
2004,9,27,1,12674.2080764551
2004,9,28,2,13882.7643724348
2004,9,29,3,13416.4427266715
2004,9,30,4,13443.0633980025
2004,10,1,5,13255.9197212685
2004,10,2,6,8884.55930912872
2004,10,3,7,7718.36679347037
2004,10,4,1,12591.922302969
2004,10,5,2,13704.6154181729
2004,10,6,3,13317.1423283308
2004,10,7,4,13383.4716457412
2004,10,8,5,13120.9376842115
2004,10,9,6,8718.01579461779
2004,10,10,7,7708.98917294879
2004,10,11,1,11757.0255852018
2004,10,12,2,13406.0004100901
2004,10,13,3,13068.7496279229
2004,10,14,4,13259.3079557124
2004,10,15,5,13111.3543530563
2004,10,16,6,8802.59951736112
2004,10,17,7,7659.75509205461
2004,10,18,1,12250.7753950984
2004,10,19,2,13272.398374892
2004,10,20,3,12967.3675552596
2004,10,21,4,12958.6585377135
2004,10,22,5,12888.2726365896
2004,10,23,6,8627.26734828366
2004,10,24,7,7699.6680430199
2004,10,25,1,12339.5734411476
2004,10,26,2,13462.3870070781
2004,10,27,3,13177.3545784582
2004,10,28,4,13286.1402114916
2004,10,29,5,12472.9152909262
2004,10,30,6,8617.1840330409
2004,10,31,7,7556.38503774646
2004,11,1,1,12171.9409619807
2004,11,2,2,13212.8710381874
2004,11,3,3,13003.0250167062
2004,11,4,4,13075.3739548217
2004,11,5,5,12900.0468004167
2004,11,6,6,8788.8684102154
2004,11,7,7,7733.97645603803
2004,11,8,1,12420.8507058661
2004,11,9,2,13351.3375315479
2004,11,10,3,13016.201047459
2004,11,11,4,12976.4877262081
2004,11,12,5,12783.0866686415
2004,11,13,6,8626.51683631865
2004,11,14,7,7502.68313303032
2004,11,15,1,12293.2812073681
2004,11,16,2,13527.2398797927
2004,11,17,3,13123.6467332879
2004,11,18,4,13347.9088900046
2004,11,19,5,13063.9401743943
2004,11,20,6,8694.44212567213
2004,11,21,7,7743.18380591831
2004,11,22,1,13462.9040200651
2004,11,23,2,14238.6542862413
2004,11,24,3,12430.1710776437
2004,11,25,4,7613.11456591491
2004,11,26,5,9371.75506550387
2004,11,27,6,8119.863972677
2004,11,28,7,7540.66552291739
2004,11,29,1,12314.7565816679
2004,11,30,2,13915.184755767
2004,12,1,3,13384.3610102562
2004,12,2,4,12987.8454761829
2004,12,3,5,12602.4155703815
2004,12,4,6,8616.51751239129
2004,12,5,7,7605.71490709469
2004,12,6,1,12052.8746281942
2004,12,7,2,13372.100175436
2004,12,8,3,13179.5535567354
2004,12,9,4,12874.7887446681
2004,12,10,5,12718.4966115748
2004,12,11,6,8550.7465327034
2004,12,12,7,7647.89309902812
2004,12,13,1,11809.3552252192
2004,12,14,2,13359.7947857473
2004,12,15,3,13379.8268417374
2004,12,16,4,13418.5827300895
2004,12,17,5,13089.5903963154
2004,12,18,6,8622.90530422542
2004,12,19,7,7551.3600828496
2004,12,20,1,13586.2929813012
2004,12,21,2,14390.1685613098
2004,12,22,3,13005.9452984913
2004,12,23,4,11043.1717904782
2004,12,24,5,7813.29672249821
2004,12,25,6,6258.59962135192
2004,12,26,7,7086.98826230862
2004,12,27,1,12275.5952367172
2004,12,28,2,13965.5926564905
2004,12,29,3,13639.8921268935
2004,12,30,4,13315.501933341
2004,12,31,5,10131.1061656497
2005,1,1,6,7315.64129686176
2005,1,2,7,6869.55750349525
2005,1,3,1,11151.9935308934
2005,1,4,2,12642.4045906108
2005,1,5,3,12670.3309512458
2005,1,6,4,12732.1649848096
2005,1,7,5,12580.0238344609
2005,1,8,6,8375.9410002125
2005,1,9,7,7168.6871572417
2005,1,10,1,11803.6342073281
2005,1,11,2,12949.240456833
2005,1,12,3,12841.3230816874
2005,1,13,4,12357.6377528281
2005,1,14,5,12561.5437003175
2005,1,15,6,8501.11517461051
2005,1,16,7,7192.68831614952
2005,1,17,1,11057.9380879995
2005,1,18,2,12678.0331898685
2005,1,19,3,12723.5082540901
2005,1,20,4,12845.3419435435
2005,1,21,5,12578.2457366271
2005,1,22,6,8254.13653996014
2005,1,23,7,7376.4631224377
2005,1,24,1,11716.5871547079
2005,1,25,2,13296.7536540078
2005,1,26,3,12732.9816875114
2005,1,27,4,12679.4450040519
2005,1,28,5,12578.4103251825
2005,1,29,6,8303.67073577374
2005,1,30,7,7401.30066090356
2005,1,31,1,11525.7532059348
2005,2,1,2,13263.4785392805
2005,2,2,3,12967.661661021
2005,2,3,4,12637.2401605725
2005,2,4,5,12671.2047820576
2005,2,5,6,8539.72080767804
2005,2,6,7,7433.34241407783
2005,2,7,1,11866.2688227003
2005,2,8,2,12929.3871663416
2005,2,9,3,12470.5537740639
2005,2,10,4,12863.5031467761
2005,2,11,5,12516.080845525
2005,2,12,6,8463.19810371113
2005,2,13,7,7394.16706891548
2005,2,14,1,12384.7876519256
2005,2,15,2,13378.5908449662
2005,2,16,3,13030.3493996508
2005,2,17,4,12719.8110764666
2005,2,18,5,12590.5892402259
2005,2,19,6,8317.88780062315
2005,2,20,7,7342.59510312248
2005,2,21,1,11085.8395746898
2005,2,22,2,12697.7349761267
2005,2,23,3,12684.9344355053
2005,2,24,4,12735.0241105951
2005,2,25,5,12492.5048403691
2005,2,26,6,8292.3709681706
2005,2,27,7,7448.88883212871
2005,2,28,1,11678.0731102281
2005,3,1,2,13040.7486293184
2005,3,2,3,12764.891024098
2005,3,3,4,13016.9612445226
2005,3,4,5,12770.9341117233
2005,3,5,6,8498.02505601746
2005,3,6,7,7382.4383167573
2005,3,7,1,11802.3825507581
2005,3,8,2,12969.2245731188
2005,3,9,3,12699.6948560987
2005,3,10,4,12919.06472197
2005,3,11,5,12778.0061580642
2005,3,12,6,8512.11152815597
2005,3,13,7,7238.78036480437
2005,3,14,1,12086.2127324251
2005,3,15,2,13144.344668614
2005,3,16,3,12717.9015160971
2005,3,17,4,13116.8738416337
2005,3,18,5,12691.9791742431
2005,3,19,6,8557.82895040702
2005,3,20,7,7452.2156218926
2005,3,21,1,12108.784767061
2005,3,22,2,13384.0006945288
2005,3,23,3,12909.4476477698
2005,3,24,4,12912.3320307274
2005,3,25,5,12112.3637083447
2005,3,26,6,7981.48075071628
2005,3,27,7,6923.06962441
2005,3,28,1,11820.0475030436
2005,3,29,2,13028.4165103756
2005,3,30,3,12947.5973370397
2005,3,31,4,12833.9451454228
2005,4,1,5,11758.6055041194
2005,4,2,6,8574.53291547734
2005,4,3,7,7065.26186586858
2005,4,4,1,12456.4096645024
2005,4,5,2,13274.0311809544
2005,4,6,3,13198.4144700553
2005,4,7,4,12994.5507836197
2005,4,8,5,12746.713262675
2005,4,9,6,8355.37200136746
2005,4,10,7,7442.75391536056
2005,4,11,1,12143.3393849244
2005,4,12,2,13145.9182702912
2005,4,13,3,12450.9727175183
2005,4,14,4,12976.8288237234
2005,4,15,5,13062.5785329398
2005,4,16,6,8291.65779725091
2005,4,17,7,7214.32805366572
2005,4,18,1,12023.4261779496
2005,4,19,2,13196.6945581286
2005,4,20,3,13119.8406976982
2005,4,21,4,12978.8097992728
2005,4,22,5,12544.5086644147
2005,4,23,6,8245.22681735698
2005,4,24,7,7267.0981945047
2005,4,25,1,12000.7888641697
2005,4,26,2,13158.8924895246
2005,4,27,3,12929.661991396
2005,4,28,4,12822.3936471687
2005,4,29,5,12342.9395680481
2005,4,30,6,8280.51103278957
2005,5,1,7,7229.21250217328
2005,5,2,1,11979.354727764
2005,5,3,2,13078.4498533229
2005,5,4,3,12840.72550574
2005,5,5,4,14358.729115612
2005,5,6,5,12497.1356014592
2005,5,7,6,8205.21447139295
2005,5,8,7,7350.56901209732
2005,5,9,1,12155.3115149443
2005,5,10,2,13299.1203008752
2005,5,11,3,12760.6238602471
2005,5,12,4,13251.7930544092
2005,5,13,5,11802.6843863061
2005,5,14,6,8609.37230095296
2005,5,15,7,7514.92585911324
2005,5,16,1,12306.541406994
2005,5,17,2,13658.2121973903
2005,5,18,3,13377.382299871
2005,5,19,4,13114.3674253755
2005,5,20,5,13008.1702343406
2005,5,21,6,8490.03870086408
2005,5,22,7,7384.95153814011
2005,5,23,1,12445.2345648897
2005,5,24,2,13740.2428037209
2005,5,25,3,13793.0198249104
2005,5,26,4,13654.9296707598
2005,5,27,5,13377.2563884124
2005,5,28,6,8689.35908547906
2005,5,29,7,7270.52679561666
2005,5,30,1,7888.17157191661
2005,5,31,2,12610.3325778742
2005,6,1,3,14053.7465977024
2005,6,2,4,13664.8762340565
2005,6,3,5,13482.4445280709
2005,6,4,6,8685.2982539691
2005,6,5,7,7790.2597143847
2005,6,6,1,12363.635647341
2005,6,7,2,13479.7027702688
2005,6,8,3,13139.1583343058
2005,6,9,4,13421.8527793909
2005,6,10,5,13229.7413628943
2005,6,11,6,8622.08194001135
2005,6,12,7,7485.80514099195
2005,6,13,1,11844.7293363993
2005,6,14,2,13815.476622649
2005,6,15,3,13260.2563068057
2005,6,16,4,13031.9512195355
2005,6,17,5,12821.5233503233
2005,6,18,6,8572.12996544682
2005,6,19,7,7520.3285821361
2005,6,20,1,12331.3829334908
2005,6,21,2,13438.4524175607
2005,6,22,3,13342.1239139134
2005,6,23,4,13457.4017220606
2005,6,24,5,13031.9830898821
2005,6,25,6,8738.3652459636
2005,6,26,7,7603.63476465552
2005,6,27,1,12489.6209412063
2005,6,28,2,13813.3027928751
2005,6,29,3,14038.617038535
2005,6,30,4,14002.8086158889
2005,7,1,5,13759.6800741398
2005,7,2,6,8862.18609039293
2005,7,3,7,7668.02718098053
2005,7,4,1,7732.51593487651
2005,7,5,2,12845.2720276915
2005,7,6,3,14561.2292855139
2005,7,7,4,14625.636766868
2005,7,8,5,14137.1718697676
2005,7,9,6,9187.56835091235
2005,7,10,7,7827.88791050334
2005,7,11,1,12626.9518485379
2005,7,12,2,13886.027191676
2005,7,13,3,13430.9286374198
2005,7,14,4,14037.0746507714
2005,7,15,5,13684.3906672433
2005,7,16,6,9037.46778245115
2005,7,17,7,7793.38319225556
2005,7,18,1,12697.356236608
2005,7,19,2,13788.7001613577
2005,7,20,3,13604.1756336875
2005,7,21,4,13869.9446762648
2005,7,22,5,13389.3368975155
2005,7,23,6,8914.06931103447
2005,7,24,7,7761.71080319278
2005,7,25,1,12651.8062578195
2005,7,26,2,13671.243888228
2005,7,27,3,13526.651730542
2005,7,28,4,13620.470203009
2005,7,29,5,13260.110185235
2005,7,30,6,8987.69898751012
2005,7,31,7,7744.55825017398
2005,8,1,1,12414.9578384742
2005,8,2,2,13730.7257668228
2005,8,3,3,13348.9762081577
2005,8,4,4,13511.0830377835
2005,8,5,5,13413.0399849932
2005,8,6,6,8820.051763217
2005,8,7,7,7661.6968335288
2005,8,8,1,12555.357257203
2005,8,9,2,13892.5641394687
2005,8,10,3,13592.2049935296
2005,8,11,4,14011.5658426981
2005,8,12,5,13610.0221601689
2005,8,13,6,9049.53407534014
2005,8,14,7,7865.92335390603
2005,8,15,1,12740.6016124974
2005,8,16,2,13998.2227950964
2005,8,17,3,13801.102876272
2005,8,18,4,14007.7874897071
2005,8,19,5,13365.8953715816
2005,8,20,6,9118.10836837724
2005,8,21,7,7777.17957097326
2005,8,22,1,12487.2445707644
2005,8,23,2,13739.2716375702
2005,8,24,3,13569.0694022403
2005,8,25,4,13823.2261616433
2005,8,26,5,13326.6833938025
2005,8,27,6,8952.41547610574
2005,8,28,7,7743.15879964675
2005,8,29,1,12710.7074127815
2005,8,30,2,13933.0134826536
2005,8,31,3,13897.7591307218
2005,9,1,4,14158.5067174518
2005,9,2,5,13905.4659953579
2005,9,3,6,9126.5451455859
2005,9,4,7,7930.88931465338
2005,9,5,1,8115.98819359027
2005,9,6,2,13124.6900283991
2005,9,7,3,14744.4670309417
2005,9,8,4,14738.7687904902
2005,9,9,5,14506.0192955867
2005,9,10,6,9564.92751411723
2005,9,11,7,8039.7770882598
2005,9,12,1,13189.2416867086
2005,9,13,2,13949.9789672739
2005,9,14,3,14158.8179855043
2005,9,15,4,14263.0225120494
2005,9,16,5,14188.0885612831
2005,9,17,6,9458.56764347472
2005,9,18,7,8261.29364565031
2005,9,19,1,13461.7310961269
2005,9,20,2,14592.7543417989
2005,9,21,3,14202.2146724419
2005,9,22,4,13972.8421507601
2005,9,23,5,13777.3148474797
2005,9,24,6,9205.59654156683
2005,9,25,7,8028.26872485846
2005,9,26,1,12952.1929253113
2005,9,27,2,13954.9650603225
2005,9,28,3,13785.2664133645
2005,9,29,4,13538.0524905233
2005,9,30,5,13456.1432797481
2005,10,1,6,8820.69013355907
2005,10,2,7,7842.37940991896
2005,10,3,1,12816.7556209308
2005,10,4,2,13449.192434471
2005,10,5,3,13487.3952849538
2005,10,6,4,13552.0850673969
2005,10,7,5,13054.7738129559
2005,10,8,6,8847.64119221958
2005,10,9,7,7508.88744013878
2005,10,10,1,12298.3322860203
2005,10,11,2,13256.4030585913
2005,10,12,3,13190.5139790749
2005,10,13,4,12922.5778384852
2005,10,14,5,13088.5723843496
2005,10,15,6,8734.39004059024
2005,10,16,7,7431.19482191147
2005,10,17,1,12230.9979745288
2005,10,18,2,13441.5788424423
2005,10,19,3,12931.178689467
2005,10,20,4,13266.8344982463
2005,10,21,5,12827.7915825633
2005,10,22,6,8567.78199011138
2005,10,23,7,7371.72633480906
2005,10,24,1,12012.5455594682
2005,10,25,2,13351.4005464679
2005,10,26,3,12796.7220236544
2005,10,27,4,13273.3688586127
2005,10,28,5,12620.0237935927
2005,10,29,6,8510.44026924402
2005,10,30,7,7458.62507320008
2005,10,31,1,10206.9658861451
2005,11,1,2,13681.0717338048
2005,11,2,3,13274.0618647518
2005,11,3,4,13286.1930577385
2005,11,4,5,12928.9646327497
2005,11,5,6,8674.17293915943
2005,11,6,7,7565.38397569326
2005,11,7,1,12176.8972100642
2005,11,8,2,13680.5571245317
2005,11,9,3,13207.975829503
2005,11,10,4,13227.0928642353
2005,11,11,5,12586.389537155
2005,11,12,6,8335.01998692722
2005,11,13,7,7420.18945450637
2005,11,14,1,12162.4087315793
2005,11,15,2,13547.4489310841
2005,11,16,3,13114.230913713
2005,11,17,4,13278.9215979728
2005,11,18,5,13152.6937712619
2005,11,19,6,8481.97156900905
2005,11,20,7,7594.37561158577
2005,11,21,1,13400.813083914
2005,11,22,2,14173.8973522533
2005,11,23,3,12201.650785924
2005,11,24,4,7268.6948162227
2005,11,25,5,9089.26008555062
2005,11,26,6,7847.65048457631
2005,11,27,7,7196.4700171726
2005,11,28,1,12714.6904436948
2005,11,29,2,13740.1929288102
2005,11,30,3,13174.9240866127
2005,12,1,4,13207.3266705226
2005,12,2,5,12599.9062016428
2005,12,3,6,8239.71479274241
2005,12,4,7,7295.3792994014
2005,12,5,1,12105.5300266998
2005,12,6,2,13249.5771243648
2005,12,7,3,13015.8118501178
2005,12,8,4,13047.4994667354
2005,12,9,5,12391.7813470051
2005,12,10,6,8399.92849336893
2005,12,11,7,7369.9159166393
2005,12,12,1,12491.265472963
2005,12,13,2,13321.8046321645
2005,12,14,3,13768.069273102
2005,12,15,4,13585.7809007108
2005,12,16,5,13321.0332489492
2005,12,17,6,8700.12336279895
2005,12,18,7,7617.74720897822
2005,12,19,1,13410.3231343162
2005,12,20,2,14659.7791636193
2005,12,21,3,14159.841152827
2005,12,22,4,12876.0032226095
2005,12,23,5,10642.6583219507
2005,12,24,6,7256.45520575627
2005,12,25,7,6223.32580750308
2005,12,26,1,8506.26925313838
2005,12,27,2,13055.7795100671
2005,12,28,3,14380.8257860257
2005,12,29,4,13970.5882651373
2005,12,30,5,13206.6159976007
2005,12,31,6,8634.8078629712
2006,1,1,7,7136.46525146014
2006,1,2,1,8198.6068582973
2006,1,3,2,11992.6499938659
2006,1,4,3,12965.1260273388
2006,1,5,4,13115.9099357208
2006,1,6,5,13071.0418710809
2006,1,7,6,8545.69772864792
2006,1,8,7,7408.25493125748
2006,1,9,1,11809.2726518803
2006,1,10,2,12990.8308482365
2006,1,11,3,12844.9691174381
2006,1,12,4,13308.8617741798
2006,1,13,5,11995.1705008612
2006,1,14,6,8628.73183490895
2006,1,15,7,7311.14133115231
2006,1,16,1,11477.912915666
2006,1,17,2,13017.7977173053
2006,1,18,3,13080.4379188385
2006,1,19,4,13125.5141483057
2006,1,20,5,13040.2367610549
2006,1,21,6,8407.30511435963
2006,1,22,7,7440.22242857935
2006,1,23,1,12100.8924895025
2006,1,24,2,12982.9966419064
2006,1,25,3,12908.7120230918
2006,1,26,4,13044.9006334706
2006,1,27,5,12916.3261216123
2006,1,28,6,8439.57305614134
2006,1,29,7,7572.2147665113
2006,1,30,1,12149.6723711802
2006,1,31,2,12944.386356016
2006,2,1,3,12962.6111140347
2006,2,2,4,13229.3946337788
2006,2,3,5,13090.4999236872
2006,2,4,6,8645.76821727214
2006,2,5,7,7507.75672973605
2006,2,6,1,12302.916526984
2006,2,7,2,13553.9457354961
2006,2,8,3,13055.5163263207
2006,2,9,4,13232.073064477
2006,2,10,5,13296.7631771452
2006,2,11,6,8703.39333074654
2006,2,12,7,7404.13348032487
2006,2,13,1,11955.7917782903
2006,2,14,2,13885.2406962569
2006,2,15,3,13426.0141617147
2006,2,16,4,13302.4004724065
2006,2,17,5,13218.1427581966
2006,2,18,6,8738.01870642584
2006,2,19,7,7576.47355536505
2006,2,20,1,11464.8976893592
2006,2,21,2,13173.1399891771
2006,2,22,3,13340.4528291008
2006,2,23,4,13281.3941744849
2006,2,24,5,12833.0370312842
2006,2,25,6,8556.88932678854
2006,2,26,7,7399.79461454722
2006,2,27,1,12079.5937545147
2006,2,28,2,13223.3530968341
2006,3,1,3,13422.3425862434
2006,3,2,4,13209.4159141384
2006,3,3,5,13212.9800847627
2006,3,4,6,8681.44649550635
2006,3,5,7,7440.25025420399
2006,3,6,1,12361.4226195054
2006,3,7,2,13247.9427593374
2006,3,8,3,13426.5578832397
2006,3,9,4,13305.4928352406
2006,3,10,5,13162.7059229212
2006,3,11,6,8601.47928684913
2006,3,12,7,7556.59816258637
2006,3,13,1,11742.027704738
2006,3,14,2,13358.3454114499
2006,3,15,3,13183.4435248598
2006,3,16,4,13125.0130526497
2006,3,17,5,13002.2989189307
2006,3,18,6,8757.04831384133
2006,3,19,7,7356.66309221956
2006,3,20,1,12335.733853538
2006,3,21,2,13376.5786740346
2006,3,22,3,13025.9420868518
2006,3,23,4,13043.1294558429
2006,3,24,5,12874.0944604677
2006,3,25,6,8380.67414592395
2006,3,26,7,7402.06150262835
2006,3,27,1,12095.8833112822
2006,3,28,2,13246.1505707584
2006,3,29,3,13112.2067024358
2006,3,30,4,13066.0099247481
2006,3,31,5,12405.7971742685
2006,4,1,6,8265.91705283815
2006,4,2,7,7270.46054764193
2006,4,3,1,12396.8473358294
2006,4,4,2,13286.0936486786
2006,4,5,3,13347.5692080665
2006,4,6,4,13069.2797728184
2006,4,7,5,12922.812840304
2006,4,8,6,8333.13894748196
2006,4,9,7,7313.84310960465
2006,4,10,1,12232.2324120928
2006,4,11,2,13503.6467629922
2006,4,12,3,13120.7315365339
2006,4,13,4,12852.7527694301
2006,4,14,5,12138.2408290348
2006,4,15,6,8225.92035451331
2006,4,16,7,7031.94698117299
2006,4,17,1,11897.615630001
2006,4,18,2,13415.190394429
2006,4,19,3,12979.3399474438
2006,4,20,4,13157.0036861841
2006,4,21,5,12775.4611009905
2006,4,22,6,8395.80411294877
2006,4,23,7,7140.64003315368
2006,4,24,1,12162.4654882663
2006,4,25,2,13237.9121180964
2006,4,26,3,13010.4158230139
2006,4,27,4,13118.2220172205
2006,4,28,5,12563.7377422609
2006,4,29,6,8288.25883719483
2006,4,30,7,7127.26598910661
2006,5,1,1,12248.8707747079
2006,5,2,2,13242.2283862572
2006,5,3,3,13059.4335258037
2006,5,4,4,12943.1536153891
2006,5,5,5,12981.866748849
2006,5,6,6,8296.0073841071
2006,5,7,7,7343.09169855109
2006,5,8,1,12355.4549766086
2006,5,9,2,13099.2180606934
2006,5,10,3,13080.3851456532
2006,5,11,4,12920.9069118711
2006,5,12,5,12685.5260779888
2006,5,13,6,8259.14943476978
2006,5,14,7,7288.62127134763
2006,5,15,1,12476.0664916677
2006,5,16,2,13631.6013168704
2006,5,17,3,13444.5024931106
2006,5,18,4,13273.9661146002
2006,5,19,5,12729.7848448208
2006,5,20,6,8623.41611148757
2006,5,21,7,7474.7303747768
2006,5,22,1,12775.9928525321
2006,5,23,2,13826.6899077761
2006,5,24,3,13544.9672172739
2006,5,25,4,14072.9289744394
2006,5,26,5,13356.0062418807
2006,5,27,6,8882.75988574484
2006,5,28,7,7652.73299748973
2006,5,29,1,8099.21195391103
2006,5,30,2,13050.7233492404
2006,5,31,3,14187.7180681958
2006,6,1,4,14256.077239715
2006,6,2,5,13769.7221967027
2006,6,3,6,8878.9142346963
2006,6,4,7,7834.94800950949
2006,6,5,1,13003.9855781399
2006,6,6,2,11663.4476695502
2006,6,7,3,13692.174298449
2006,6,8,4,14138.6946797069
2006,6,9,5,13202.9776340818
2006,6,10,6,8618.70575712181
2006,6,11,7,7653.92896160192
2006,6,12,1,12650.2489023129
2006,6,13,2,13378.7296760357
2006,6,14,3,13800.2414214985
2006,6,15,4,13764.0006879975
2006,6,16,5,13460.9052764192
2006,6,17,6,8892.27379072666
2006,6,18,7,7902.20195366889
2006,6,19,1,12869.8264678628
2006,6,20,2,14021.1956312977
2006,6,21,3,13586.9783919434
2006,6,22,4,13721.9839994353
2006,6,23,5,13137.2103843812
2006,6,24,6,8740.48282606918
2006,6,25,7,7728.19062344095
2006,6,26,1,12659.1846079763
2006,6,27,2,14117.7013454568
2006,6,28,3,14247.1144203709
2006,6,29,4,14216.9928189854
2006,6,30,5,14009.8619444029
2006,7,1,6,9286.55385600381
2006,7,2,7,7817.41747350121
2006,7,3,1,11865.2511280134
2006,7,4,2,9082.56620449292
2006,7,5,3,13124.3944742144
2006,7,6,4,15008.6642566788
2006,7,7,5,14581.0687187295
2006,7,8,6,9527.85409388358
2006,7,9,7,8085.83525680464
2006,7,10,1,13306.6913107051
2006,7,11,2,14413.2514288043
2006,7,12,3,13918.4865864922
2006,7,13,4,13925.8329840623
2006,7,14,5,14172.9858124993
2006,7,15,6,9477.10874796233
2006,7,16,7,8149.99112387563
2006,7,17,1,13454.1870020962
2006,7,18,2,14453.7476479772
2006,7,19,3,14016.5063459897
2006,7,20,4,14239.8618453087
2006,7,21,5,14195.4307115392
2006,7,22,6,9218.70891238694
2006,7,23,7,8156.89901005747
2006,7,24,1,13074.214304305
2006,7,25,2,14389.4539875436
2006,7,26,3,14093.1159381231
2006,7,27,4,14271.6314304287
2006,7,28,5,13912.6181368225
2006,7,29,6,9332.14710416719
2006,7,30,7,8105.296517558
2006,7,31,1,12792.2214936895
2006,8,1,2,14537.442027369
2006,8,2,3,14113.6211760148
2006,8,3,4,14091.8679321002
2006,8,4,5,13899.3565102707
2006,8,5,6,9439.97453334424
2006,8,6,7,7879.83563145753
2006,8,7,1,13112.3157812377
2006,8,8,2,14508.0636456921
2006,8,9,3,14276.0907341437
2006,8,10,4,14330.2412038654
2006,8,11,5,13974.8223022367
2006,8,12,6,9400.78747101715
2006,8,13,7,7979.28904928547
2006,8,14,1,13312.2819055404
2006,8,15,2,14569.6030922374
2006,8,16,3,14332.2715551747
2006,8,17,4,14353.5874473299
2006,8,18,5,13864.2775746426
2006,8,19,6,9509.78198574871
2006,8,20,7,8217.22458001526
2006,8,21,1,13234.4375266217
2006,8,22,2,14431.5078388167
2006,8,23,3,14358.5089306214
2006,8,24,4,14109.338359919
2006,8,25,5,13920.2852376183
2006,8,26,6,9310.96372691479
2006,8,27,7,8144.83813546412
2006,8,28,1,13433.3805541674
2006,8,29,2,14687.4635446067
2006,8,30,3,14464.5826092798
2006,8,31,4,14392.3453329549
2006,9,1,5,14458.7732684335
2006,9,2,6,9424.27929568386
2006,9,3,7,8162.65744245316
2006,9,4,1,8298.40019981077
2006,9,5,2,13655.4277247233
2006,9,6,3,15390.6655284272
2006,9,7,4,15453.6482620695
2006,9,8,5,15017.0873459042
2006,9,9,6,9757.09237349193
2006,9,10,7,8406.06111009149
2006,9,11,1,12867.8036189934
2006,9,12,2,15078.1700449539
2006,9,13,3,14769.3017099577
2006,9,14,4,15099.3878533239
2006,9,15,5,14761.4169962578
2006,9,16,6,9648.41385419784
2006,9,17,7,8700.7016618114
2006,9,18,1,13957.2816848716
2006,9,19,2,15204.551907629
2006,9,20,3,14849.7885427062
2006,9,21,4,14965.1285657239
2006,9,22,5,14706.3989078045
2006,9,23,6,9812.16307797517
2006,9,24,7,8370.94224920498
2006,9,25,1,13739.1364633814
2006,9,26,2,14912.9725110988
2006,9,27,3,14463.4879491904
2006,9,28,4,14281.902404222
2006,9,29,5,13826.8011709624
2006,9,30,6,9153.85235857217
2006,10,1,7,8262.52079865763
2006,10,2,1,13111.5407192227
2006,10,3,2,14550.1542968788
2006,10,4,3,14214.0702192227
2006,10,5,4,14212.5541332855
2006,10,6,5,13829.5079604956
2006,10,7,6,9013.42053285581
2006,10,8,7,7939.01095261142
2006,10,9,1,12795.1871906488
2006,10,10,2,14478.3513177103
